Timestamp,DL_bitrate,UL_bitrate,Throughput,OT,date
2020.01.16_11.23.27,10905190.4,4538368,15443558.4,15443558.4,2020.01.16_11.23.27
2020.01.16_11.23.28,4915200,8724152.32,13639352.32,13639352.32,2020.01.16_11.23.28
2020.01.16_11.23.29,14680064,9395240.96,24075304.96,24075304.96,2020.01.16_11.23.29
2020.01.16_11.23.30,16022241.28,7839744,23861985.28,23861985.28,2020.01.16_11.23.30
2020.01.16_11.23.33,8019968,7364608,15384576,15384576,2020.01.16_11.23.33
2020.01.16_11.23.33,6283264,6332416,12615680,12615680,2020.01.16_11.23.33
2020.01.16_11.23.34,14176747.52,3678208,17854955.52,17854955.52,2020.01.16_11.23.34
2020.01.16_11.23.35,17951621.12,5611520,23563141.12,23563141.12,2020.01.16_11.23.35
2020.01.16_11.23.36,27430748.16,3080192,30510940.16,30510940.16,2020.01.16_11.23.36
2020.01.16_11.23.37,7159808,0,7159808,7159808,2020.01.16_11.23.37
2020.01.16_11.23.39,21726494.72,8388608,30115102.72,30115102.72,2020.01.16_11.23.39
2020.01.16_11.23.40,23236444.16,8101888,31338332.16,31338332.16,2020.01.16_11.23.40
2020.01.16_11.23.41,26088570.88,7634944,33723514.88,33723514.88,2020.01.16_11.23.41
2020.01.16_11.23.42,21558722.56,4374528,25933250.56,25933250.56,2020.01.16_11.23.42
2020.01.16_11.23.43,4014080,10317987.84,14332067.84,14332067.84,2020.01.16_11.23.43
2020.01.16_11.23.46,12415139.84,6479872,18895011.84,18895011.84,2020.01.16_11.23.46
2020.01.16_11.23.47,12247367.68,7200768,19448135.68,19448135.68,2020.01.16_11.23.47
2020.01.16_11.23.47,10821304.32,8019968,18841272.32,18841272.32,2020.01.16_11.23.47
2020.01.16_11.23.48,21307064.32,12415139.84,33722204.16,33722204.16,2020.01.16_11.23.48
2020.01.16_11.23.49,2138112,12079595.52,14217707.52,14217707.52,2020.01.16_11.23.49
2020.01.16_11.23.50,4407296,17532190.72,21939486.72,21939486.72,2020.01.16_11.23.50
2020.01.16_11.23.52,8472494.08,12666798.08,21139292.16,21139292.16,2020.01.16_11.23.52
2020.01.16_11.23.53,2138112,16441671.68,18579783.68,18579783.68,2020.01.16_11.23.53
2020.01.16_11.23.54,6995968,8011776,15007744,15007744,2020.01.16_11.23.54
2020.01.16_11.23.55,2990080,7766016,10756096,10756096,2020.01.16_11.23.55
2020.01.16_11.23.56,3227648,6856704,10084352,10084352,2020.01.16_11.23.56
2020.01.16_11.23.57,10813.44,14092861.44,14103674.88,14103674.88,2020.01.16_11.23.57
2020.01.16_11.24.00,237568,16525557.76,16763125.76,16763125.76,2020.01.16_11.24.00
2020.01.16_11.24.01,11324620.8,8388608,19713228.8,19713228.8,2020.01.16_11.24.01
2020.01.16_11.24.01,8175616,31289507.84,39465123.84,39465123.84,2020.01.16_11.24.01
2020.01.16_11.24.02,10905190.4,14344519.68,25249710.08,25249710.08,2020.01.16_11.24.02
2020.01.16_11.24.03,26088570.88,3342336,29430906.88,29430906.88,2020.01.16_11.24.03
2020.01.16_11.24.04,27430748.16,4046848,31477596.16,31477596.16,2020.01.16_11.24.04
2020.01.16_11.24.06,56035901.44,5750784,61786685.44,61786685.44,2020.01.16_11.24.06
2020.01.16_11.24.07,4128768,3637248,7766016,7766016,2020.01.16_11.24.07
2020.01.16_11.24.08,8556380.16,5152768,13709148.16,13709148.16,2020.01.16_11.24.08
2020.01.16_11.24.09,2113536,10317987.84,12431523.84,12431523.84,2020.01.16_11.24.09
2020.01.16_11.24.10,528384,15183380.48,15711764.48,15711764.48,2020.01.16_11.24.10
2020.01.16_11.24.11,3842048,13589544.96,17431592.96,17431592.96,2020.01.16_11.24.11
2020.01.16_11.24.14,3825664,17532190.72,21357854.72,21357854.72,2020.01.16_11.24.14
2020.01.16_11.24.15,4784128,19881000.96,24665128.96,24665128.96,2020.01.16_11.24.15
2020.01.16_11.24.15,5357568,8808038.4,14165606.4,14165606.4,2020.01.16_11.24.15
2020.01.16_11.24.16,6979584,11240734.72,18220318.72,18220318.72,2020.01.16_11.24.16
2020.01.16_11.24.17,5652480,16525557.76,22178037.76,22178037.76,2020.01.16_11.24.17
2020.01.16_11.24.18,398950.4,16861102.08,17260052.48,17260052.48,2020.01.16_11.24.18
2020.01.16_11.24.20,463667.2,23236444.16,23700111.36,23700111.36,2020.01.16_11.24.20
2020.01.16_11.24.21,269516.8,6397952,6667468.8,6667468.8,2020.01.16_11.24.21
2020.01.16_11.24.22,1376256,6807552,8183808,8183808,2020.01.16_11.24.22
2020.01.16_11.24.23,129433.6,6782976,6912409.6,6912409.6,2020.01.16_11.24.23
2020.01.16_11.24.24,7356416,7430144,14786560,14786560,2020.01.16_11.24.24
2020.01.16_11.24.25,5586944,6365184,11952128,11952128,2020.01.16_11.24.25
2020.01.16_11.24.28,5144576,3637248,8781824,8781824,2020.01.16_11.24.28
2020.01.16_11.24.29,9898557.44,3006464,12905021.44,12905021.44,2020.01.16_11.24.29
2020.01.16_11.24.29,5406720,4907008,10313728,10313728,2020.01.16_11.24.29
2020.01.16_11.24.30,6856704,4120576,10977280,10977280,2020.01.16_11.24.30
2020.01.16_11.24.31,10989076.48,12331253.76,23320330.24,23320330.24,2020.01.16_11.24.31
2020.01.16_11.24.32,15183380.48,7782400,22965780.48,22965780.48,2020.01.16_11.24.32
2020.01.16_11.24.34,13421772.8,7610368,21032140.8,21032140.8,2020.01.16_11.24.34
2020.01.16_11.24.35,11156848.64,8640266.24,19797114.88,19797114.88,2020.01.16_11.24.35
2020.01.16_11.24.36,5423104,6479872,11902976,11902976,2020.01.16_11.24.36
2020.01.16_11.24.37,10989076.48,4325376,15314452.48,15314452.48,2020.01.16_11.24.37
2020.01.16_11.24.38,7151616,8640266.24,15791882.24,15791882.24,2020.01.16_11.24.38
2020.01.16_11.24.39,12079595.52,10737418.24,22817013.76,22817013.76,2020.01.16_11.24.39
2020.01.16_11.24.42,14176747.52,4202496,18379243.52,18379243.52,2020.01.16_11.24.42
2020.01.16_11.24.43,9227468.8,8306688,17534156.8,17534156.8,2020.01.16_11.24.43
2020.01.16_11.24.43,10737418.24,0,10737418.24,10737418.24,2020.01.16_11.24.43
2020.01.16_11.24.44,14344519.68,5627904,19972423.68,19972423.68,2020.01.16_11.24.44
2020.01.16_11.24.45,19293798.4,8556380.16,27850178.56,27850178.56,2020.01.16_11.24.45
2020.01.16_11.24.46,18371051.52,13421772.8,31792824.32,31792824.32,2020.01.16_11.24.46
2020.01.16_11.24.48,10317987.84,13421772.8,23739760.64,23739760.64,2020.01.16_11.24.48
2020.01.16_11.24.49,10066329.6,14260633.6,24326963.2,24326963.2,2020.01.16_11.24.49
2020.01.16_11.24.50,14596177.92,4677632,19273809.92,19273809.92,2020.01.16_11.24.50
2020.01.16_11.24.51,20803747.84,7225344,28029091.84,28029091.84,2020.01.16_11.24.51
2020.01.16_11.24.52,16357785.6,10234101.76,26591887.36,26591887.36,2020.01.16_11.24.52
2020.01.16_11.24.54,8891924.48,6602752,15494676.48,15494676.48,2020.01.16_11.24.54
2020.01.16_11.24.55,14680064,3416064,18096128,18096128,2020.01.16_11.24.55
2020.01.16_11.24.56,15099494.4,9479127.04,24578621.44,24578621.44,2020.01.16_11.24.56
2020.01.16_11.24.56,13841203.2,8640266.24,22481469.44,22481469.44,2020.01.16_11.24.56
2020.01.16_11.24.57,18622709.76,9730785.28,28353495.04,28353495.04,2020.01.16_11.24.57
2020.01.16_11.24.58,6258688,6504448,12763136,12763136,2020.01.16_11.24.58
2020.01.16_11.24.59,9982443.52,12750684.16,22733127.68,22733127.68,2020.01.16_11.24.59
2020.01.16_11.25.00,16944988.16,4087808,21032796.16,21032796.16,2020.01.16_11.25.00
2020.01.16_11.25.02,17028874.24,15183380.48,32212254.72,32212254.72,2020.01.16_11.25.02
2020.01.16_11.25.03,21726494.72,4702208,26428702.72,26428702.72,2020.01.16_11.25.03
2020.01.16_11.25.04,8891924.48,4669440,13561364.48,13561364.48,2020.01.16_11.25.04
2020.01.16_11.25.05,10821304.32,10150215.68,20971520,20971520,2020.01.16_11.25.05
2020.01.16_11.25.06,1490944,7340032,8830976,8830976,2020.01.16_11.25.06
2020.01.16_11.25.07,2818048,10653532.16,13471580.16,13471580.16,2020.01.16_11.25.07
2020.01.16_11.25.09,1261568,8355840,9617408,9617408,2020.01.16_11.25.09
2020.01.16_11.25.10,4972544,6021120,10993664,10993664,2020.01.16_11.25.10
2020.01.16_11.25.10,860160,21558722.56,22418882.56,22418882.56,2020.01.16_11.25.10
2020.01.16_11.25.11,2850816,5619712,8470528,8470528,2020.01.16_11.25.11
2020.01.16_11.25.12,8640266.24,9563013.12,18203279.36,18203279.36,2020.01.16_11.25.12
2020.01.16_11.25.13,7831552,6742016,14573568,14573568,2020.01.16_11.25.13
2020.01.16_11.25.14,1941504,13841203.2,15782707.2,15782707.2,2020.01.16_11.25.14
2020.01.16_11.25.16,2441216,9563013.12,12004229.12,12004229.12,2020.01.16_11.25.16
2020.01.16_11.25.17,9227468.8,7421952,16649420.8,16649420.8,2020.01.16_11.25.17
2020.01.16_11.25.18,8724152.32,10234101.76,18958254.08,18958254.08,2020.01.16_11.25.18
2020.01.16_11.25.19,15015608.32,9311354.88,24326963.2,24326963.2,2020.01.16_11.25.19
2020.01.16_11.25.20,3915776,10569646.08,14485422.08,14485422.08,2020.01.16_11.25.20
2020.01.16_11.25.21,5996544,12499025.92,18495569.92,18495569.92,2020.01.16_11.25.21
2020.01.16_11.25.23,6840320,8282112,15122432,15122432,2020.01.16_11.25.23
2020.01.16_11.25.24,7225344,9227468.8,16452812.8,16452812.8,2020.01.16_11.25.24
2020.01.16_11.25.24,7979008,8640266.24,16619274.24,16619274.24,2020.01.16_11.25.24
2020.01.16_11.25.25,5767168,6406144,12173312,12173312,2020.01.16_11.25.25
2020.01.16_11.25.26,10150215.68,6397952,16548167.68,16548167.68,2020.01.16_11.25.26
2020.01.16_11.25.27,3162112,6946816,10108928,10108928,2020.01.16_11.25.27
2020.01.16_11.25.28,8388608,5136384,13524992,13524992,2020.01.16_11.25.28
2020.01.16_11.25.30,9311354.88,6791168,16102522.88,16102522.88,2020.01.16_11.25.30
2020.01.16_11.25.31,8975810.56,4022272,12998082.56,12998082.56,2020.01.16_11.25.31
2020.01.16_11.25.32,11995709.44,4374528,16370237.44,16370237.44,2020.01.16_11.25.32
2020.01.16_11.25.33,9143582.72,6406144,15549726.72,15549726.72,2020.01.16_11.25.33
2020.01.16_11.25.34,4702208,5070848,9773056,9773056,2020.01.16_11.25.34
2020.01.16_11.25.35,12331253.76,4947968,17279221.76,17279221.76,2020.01.16_11.25.35
2020.01.16_11.25.36,15267266.56,9311354.88,24578621.44,24578621.44,2020.01.16_11.25.36
2020.01.16_11.25.38,19209912.32,12247367.68,31457280,31457280,2020.01.16_11.25.38
2020.01.16_11.25.38,10569646.08,5824512,16394158.08,16394158.08,2020.01.16_11.25.38
2020.01.16_11.25.39,10485760,8052736,18538496,18538496,2020.01.16_11.25.39
2020.01.16_11.25.40,11240734.72,8167424,19408158.72,19408158.72,2020.01.16_11.25.40
2020.01.16_11.25.41,16525557.76,8472494.08,24998051.84,24998051.84,2020.01.16_11.25.41
2020.01.16_11.25.42,27514634.24,12163481.6,39678115.84,39678115.84,2020.01.16_11.25.42
2020.01.16_11.25.43,34477178.88,8306688,42783866.88,42783866.88,2020.01.16_11.25.43
2020.01.16_11.25.44,4505600,10569646.08,15075246.08,15075246.08,2020.01.16_11.25.44
2020.01.16_11.25.45,9479127.04,12163481.6,21642608.64,21642608.64,2020.01.16_11.25.45
2020.01.16_11.25.47,13254000.64,21390950.4,34644951.04,34644951.04,2020.01.16_11.25.47
2020.01.16_11.25.48,13589544.96,15854469.12,29444014.08,29444014.08,2020.01.16_11.25.48
2020.01.16_11.25.49,14847836.16,7782400,22630236.16,22630236.16,2020.01.16_11.25.49
2020.01.16_11.25.50,17028874.24,4898816,21927690.24,21927690.24,2020.01.16_11.25.50
2020.01.16_11.25.51,18035507.2,0,18035507.2,18035507.2,2020.01.16_11.25.51
2020.01.16_11.25.52,14176747.52,0,14176747.52,14176747.52,2020.01.16_11.25.52
2020.01.16_11.25.52,16609443.84,11827937.28,28437381.12,28437381.12,2020.01.16_11.25.52
2020.01.16_11.25.53,27934064.64,3031040,30965104.64,30965104.64,2020.01.16_11.25.53
2020.01.16_11.25.55,13254000.64,9898557.44,23152558.08,23152558.08,2020.01.16_11.25.55
2020.01.16_11.25.56,26508001.28,9730785.28,36238786.56,36238786.56,2020.01.16_11.25.56
2020.01.16_11.25.57,30702305.28,13925089.28,44627394.56,44627394.56,2020.01.16_11.25.57
2020.01.16_11.25.58,21558722.56,15015608.32,36574330.88,36574330.88,2020.01.16_11.25.58
2020.01.16_11.25.59,6963200,8372224,15335424,15335424,2020.01.16_11.25.59
2020.01.16_11.26.00,3006464,14428405.76,17434869.76,17434869.76,2020.01.16_11.26.00
2020.01.16_11.26.02,2629632,9814671.36,12444303.36,12444303.36,2020.01.16_11.26.02
2020.01.16_11.26.03,5324800,2523136,7847936,7847936,2020.01.16_11.26.03
2020.01.16_11.26.04,3268608,6193152,9461760,9461760,2020.01.16_11.26.04
2020.01.16_11.26.05,5554176,13170114.56,18724290.56,18724290.56,2020.01.16_11.26.05
2020.01.16_11.26.06,5316608,15183380.48,20499988.48,20499988.48,2020.01.16_11.26.06
2020.01.16_11.26.06,9395240.96,16190013.44,25585254.4,25585254.4,2020.01.16_11.26.06
2020.01.16_11.26.07,13589544.96,13002342.4,26591887.36,26591887.36,2020.01.16_11.26.07
2020.01.16_11.26.09,8808038.4,16944988.16,25753026.56,25753026.56,2020.01.16_11.26.09
2020.01.16_11.26.10,7020544,7266304,14286848,14286848,2020.01.16_11.26.10
2020.01.16_11.26.11,9898557.44,14931722.24,24830279.68,24830279.68,2020.01.16_11.26.11
2020.01.16_11.26.12,6438912,36993761.28,43432673.28,43432673.28,2020.01.16_11.26.12
2020.01.16_11.26.13,7233536,49325015.04,56558551.04,56558551.04,2020.01.16_11.26.13
2020.01.16_11.26.14,64716.8,46724546.56,46789263.36,46789263.36,2020.01.16_11.26.14
2020.01.16_11.26.16,3063808,9059696.64,12123504.64,12123504.64,2020.01.16_11.26.16
2020.01.16_11.26.17,3440640,14176747.52,17617387.52,17617387.52,2020.01.16_11.26.17
2020.01.16_11.26.18,6914048,5890048,12804096,12804096,2020.01.16_11.26.18
2020.01.16_11.26.19,9143582.72,21474836.48,30618419.2,30618419.2,2020.01.16_11.26.19
2020.01.16_11.26.20,16693329.92,7602176,24295505.92,24295505.92,2020.01.16_11.26.20
2020.01.16_11.26.20,312934.4,9059696.64,9372631.04,9372631.04,2020.01.16_11.26.20
2020.01.16_11.26.21,5898240,14428405.76,20326645.76,20326645.76,2020.01.16_11.26.21
2020.01.16_11.26.23,3719168,16525557.76,20244725.76,20244725.76,2020.01.16_11.26.23
2020.01.16_11.26.24,3145728,15267266.56,18412994.56,18412994.56,2020.01.16_11.26.24
2020.01.16_11.26.25,12079595.52,0,12079595.52,12079595.52,2020.01.16_11.26.25
2020.01.16_11.26.26,12247367.68,13337886.72,25585254.4,25585254.4,2020.01.16_11.26.26
2020.01.16_11.26.27,15602810.88,13757317.12,29360128,29360128,2020.01.16_11.26.27
2020.01.16_11.26.28,23823646.72,8556380.16,32380026.88,32380026.88,2020.01.16_11.26.28
2020.01.16_11.26.30,18874368,8808038.4,27682406.4,27682406.4,2020.01.16_11.26.30
2020.01.16_11.26.31,5414912,16022241.28,21437153.28,21437153.28,2020.01.16_11.26.31
2020.01.16_11.26.32,17951621.12,7094272,25045893.12,25045893.12,2020.01.16_11.26.32
2020.01.16_11.26.33,5816320,12163481.6,17979801.6,17979801.6,2020.01.16_11.26.33
2020.01.16_11.26.33,5357568,7839744,13197312,13197312,2020.01.16_11.26.33
2020.01.16_11.26.34,9982443.52,22900899.84,32883343.36,32883343.36,2020.01.16_11.26.34
2020.01.16_11.26.35,8640266.24,19797114.88,28437381.12,28437381.12,2020.01.16_11.26.35
2020.01.16_11.26.37,6103040,8640266.24,14743306.24,14743306.24,2020.01.16_11.26.37
2020.01.16_11.26.38,4202496,7266304,11468800,11468800,2020.01.16_11.26.38
2020.01.16_11.26.39,4423680,10737418.24,15161098.24,15161098.24,2020.01.16_11.26.39
2020.01.16_11.26.40,10317987.84,4497408,14815395.84,14815395.84,2020.01.16_11.26.40
2020.01.16_11.26.41,12834570.24,19713228.8,32547799.04,32547799.04,2020.01.16_11.26.41
2020.01.16_11.26.42,6791168,3825664,10616832,10616832,2020.01.16_11.26.42
2020.01.16_11.26.44,10401873.92,5554176,15956049.92,15956049.92,2020.01.16_11.26.44
2020.01.16_11.26.45,15770583.04,5136384,20906967.04,20906967.04,2020.01.16_11.26.45
2020.01.16_11.26.46,21139292.16,3129344,24268636.16,24268636.16,2020.01.16_11.26.46
2020.01.16_11.26.47,10653532.16,1024000,11677532.16,11677532.16,2020.01.16_11.26.47
2020.01.16_11.26.47,30031216.64,2392064,32423280.64,32423280.64,2020.01.16_11.26.47
2020.01.16_11.26.48,14176747.52,5996544,20173291.52,20173291.52,2020.01.16_11.26.48
2020.01.16_11.26.49,15267266.56,3145728,18412994.56,18412994.56,2020.01.16_11.26.49
2020.01.16_11.26.50,9898557.44,0,9898557.44,9898557.44,2020.01.16_11.26.50
2020.01.16_11.26.52,15518924.8,0,15518924.8,15518924.8,2020.01.16_11.26.52
2020.01.16_11.26.53,17951621.12,8975810.56,26927431.68,26927431.68,2020.01.16_11.26.53
2020.01.16_11.26.54,4259840,9646899.2,13906739.2,13906739.2,2020.01.16_11.26.54
2020.01.16_11.26.55,1351680,18622709.76,19974389.76,19974389.76,2020.01.16_11.26.55
2020.01.16_11.26.56,884736,16777216,17661952,17661952,2020.01.16_11.26.56
2020.01.16_11.26.57,0,11492392.96,11492392.96,11492392.96,2020.01.16_11.26.57
2020.01.16_11.27.00,302284.8,1744896,2047180.8,2047180.8,2020.01.16_11.27.00
2020.01.16_11.27.01,917504,11744051.2,12661555.2,12661555.2,2020.01.16_11.27.01
2020.01.16_11.27.01,0,19293798.4,19293798.4,19293798.4,2020.01.16_11.27.01
2020.01.16_11.27.02,668467.2,14008975.36,14677442.56,14677442.56,2020.01.16_11.27.02
2020.01.16_11.27.03,496435.2,8640266.24,9136701.44,9136701.44,2020.01.16_11.27.03
2020.01.16_11.27.04,64716.8,9311354.88,9376071.68,9376071.68,2020.01.16_11.27.04
2020.01.16_11.27.06,3448832,3309568,6758400,6758400,2020.01.16_11.27.06
2020.01.16_11.27.07,4521984,2408448,6930432,6930432,2020.01.16_11.27.07
2020.01.16_11.27.08,8224768,17867735.04,26092503.04,26092503.04,2020.01.16_11.27.08
2020.01.16_11.27.09,18706595.84,8472494.08,27179089.92,27179089.92,2020.01.16_11.27.09
2020.01.16_11.27.10,33302773.76,10569646.08,43872419.84,43872419.84,2020.01.16_11.27.10
2020.01.16_11.27.11,9311354.88,5480448,14791802.88,14791802.88,2020.01.16_11.27.11
2020.01.16_11.27.14,11072962.56,20468203.52,31541166.08,31541166.08,2020.01.16_11.27.14
2020.01.16_11.27.15,10485760,16022241.28,26508001.28,26508001.28,2020.01.16_11.27.15
2020.01.16_11.27.15,25249710.08,11827937.28,37077647.36,37077647.36,2020.01.16_11.27.15
2020.01.16_11.27.16,17448304.64,10569646.08,28017950.72,28017950.72,2020.01.16_11.27.16
2020.01.16_11.27.17,7168000,6946816,14114816,14114816,2020.01.16_11.27.17
2020.01.16_11.27.18,3850240,0,3850240,3850240,2020.01.16_11.27.18
2020.01.16_11.27.19,4186112,14680064,18866176,18866176,2020.01.16_11.27.19
2020.01.16_11.27.21,11660165.12,11576279.04,23236444.16,23236444.16,2020.01.16_11.27.21
2020.01.16_11.27.22,5087232,11660165.12,16747397.12,16747397.12,2020.01.16_11.27.22
2020.01.16_11.27.23,10485760,3702784,14188544,14188544,2020.01.16_11.27.23
2020.01.16_11.27.24,7962624,22313697.28,30276321.28,30276321.28,2020.01.16_11.27.24
2020.01.16_11.27.25,20132659.2,30198988.8,50331648,50331648,2020.01.16_11.27.25
2020.01.16_11.27.26,19545456.64,4595712,24141168.64,24141168.64,2020.01.16_11.27.26
2020.01.16_11.27.28,20216545.28,5955584,26172129.28,26172129.28,2020.01.16_11.27.28
2020.01.16_11.27.29,7970816,9646899.2,17617715.2,17617715.2,2020.01.16_11.27.29
2020.01.16_11.27.29,19042140.16,36071014.4,55113154.56,55113154.56,2020.01.16_11.27.29
2020.01.16_11.27.30,11240734.72,22397583.36,33638318.08,33638318.08,2020.01.16_11.27.30
2020.01.16_11.27.31,9143582.72,7495680,16639262.72,16639262.72,2020.01.16_11.27.31
2020.01.16_11.27.32,16693329.92,5382144,22075473.92,22075473.92,2020.01.16_11.27.32
2020.01.16_11.27.33,11827937.28,25417482.24,37245419.52,37245419.52,2020.01.16_11.27.33
2020.01.16_11.27.35,13925089.28,18790481.92,32715571.2,32715571.2,2020.01.16_11.27.35
2020.01.16_11.27.36,3850240,7356416,11206656,11206656,2020.01.16_11.27.36
2020.01.16_11.27.37,13337886.72,7086080,20423966.72,20423966.72,2020.01.16_11.27.37
2020.01.16_11.27.38,3514368,8314880,11829248,11829248,2020.01.16_11.27.38
2020.01.16_11.27.39,7979008,20300431.36,28279439.36,28279439.36,2020.01.16_11.27.39
2020.01.16_11.27.40,16944988.16,0,16944988.16,16944988.16,2020.01.16_11.27.40
2020.01.16_11.27.42,18454937.6,16609443.84,35064381.44,35064381.44,2020.01.16_11.27.42
2020.01.16_11.27.43,13925089.28,10569646.08,24494735.36,24494735.36,2020.01.16_11.27.43
2020.01.16_11.27.43,13086228.48,25249710.08,38335938.56,38335938.56,2020.01.16_11.27.43
2020.01.16_11.27.44,4014080,7249920,11264000,11264000,2020.01.16_11.27.44
2020.01.16_11.27.45,5005312,14428405.76,19433717.76,19433717.76,2020.01.16_11.27.45
2020.01.16_11.27.46,6512640,7733248,14245888,14245888,2020.01.16_11.27.46
2020.01.16_11.27.47,4120576,12163481.6,16284057.6,16284057.6,2020.01.16_11.27.47
2020.01.16_11.27.48,6225920,9730785.28,15956705.28,15956705.28,2020.01.16_11.27.48
2020.01.16_11.27.49,14596177.92,0,14596177.92,14596177.92,2020.01.16_11.27.49
2020.01.16_11.27.50,7200768,22397583.36,29598351.36,29598351.36,2020.01.16_11.27.50
2020.01.16_11.27.51,9898557.44,7503872,17402429.44,17402429.44,2020.01.16_11.27.51
2020.01.16_11.27.52,10737418.24,4743168,15480586.24,15480586.24,2020.01.16_11.27.52
2020.01.16_11.27.53,12918456.32,3162112,16080568.32,16080568.32,2020.01.16_11.27.53
2020.01.16_11.27.56,15854469.12,5939200,21793669.12,21793669.12,2020.01.16_11.27.56
2020.01.16_11.27.57,9646899.2,2007040,11653939.2,11653939.2,2020.01.16_11.27.57
2020.01.16_11.27.57,14847836.16,0,14847836.16,14847836.16,2020.01.16_11.27.57
2020.01.16_11.27.58,15351152.64,4669440,20020592.64,20020592.64,2020.01.16_11.27.58
2020.01.16_11.27.59,6463488,19964887.04,26428375.04,26428375.04,2020.01.16_11.27.59
2020.01.16_11.28.00,11911823.36,12331253.76,24243077.12,24243077.12,2020.01.16_11.28.00
2020.01.16_11.28.02,15770583.04,12666798.08,28437381.12,28437381.12,2020.01.16_11.28.02
2020.01.16_11.28.03,18454937.6,8556380.16,27011317.76,27011317.76,2020.01.16_11.28.03
2020.01.16_11.28.04,13337886.72,2613248,15951134.72,15951134.72,2020.01.16_11.28.04
2020.01.16_11.28.05,9395240.96,23236444.16,32631685.12,32631685.12,2020.01.16_11.28.05
2020.01.16_11.28.06,2859008,5406720,8265728,8265728,2020.01.16_11.28.06
2020.01.16_11.28.08,3850240,5447680,9297920,9297920,2020.01.16_11.28.08
2020.01.16_11.28.10,11911823.36,13505658.88,25417482.24,25417482.24,2020.01.16_11.28.10
2020.01.16_11.28.11,14260633.6,5816320,20076953.6,20076953.6,2020.01.16_11.28.11
2020.01.16_11.28.12,16777216,7536640,24313856,24313856,2020.01.16_11.28.12
2020.01.16_11.28.12,5308416,3072000,8380416,8380416,2020.01.16_11.28.12
2020.01.16_11.28.13,5316608,16190013.44,21506621.44,21506621.44,2020.01.16_11.28.13
2020.01.16_11.28.15,10150215.68,24746393.6,34896609.28,34896609.28,2020.01.16_11.28.15
2020.01.16_11.28.16,9730785.28,10569646.08,20300431.36,20300431.36,2020.01.16_11.28.16
2020.01.16_11.28.17,13757317.12,4366336,18123653.12,18123653.12,2020.01.16_11.28.17
2020.01.16_11.28.18,11156848.64,11995709.44,23152558.08,23152558.08,2020.01.16_11.28.18
2020.01.16_11.28.19,6889472,5931008,12820480,12820480,2020.01.16_11.28.19
2020.01.16_11.28.20,9395240.96,5906432,15301672.96,15301672.96,2020.01.16_11.28.20
2020.01.16_11.28.22,6684672,9227468.8,15912140.8,15912140.8,2020.01.16_11.28.22
2020.01.16_11.28.23,13841203.2,28269608.96,42110812.16,42110812.16,2020.01.16_11.28.23
2020.01.16_11.28.24,5996544,0,5996544,5996544,2020.01.16_11.28.24
2020.01.16_11.28.25,13086228.48,0,13086228.48,13086228.48,2020.01.16_11.28.25
2020.01.16_11.28.25,8556380.16,20132659.2,28689039.36,28689039.36,2020.01.16_11.28.25
2020.01.16_11.28.26,6750208,18790481.92,25540689.92,25540689.92,2020.01.16_11.28.26
2020.01.16_11.28.27,13505658.88,0,13505658.88,13505658.88,2020.01.16_11.28.27
2020.01.16_11.28.29,4046848,19126026.24,23172874.24,23172874.24,2020.01.16_11.28.29
2020.01.16_11.28.30,9227468.8,21055406.08,30282874.88,30282874.88,2020.01.16_11.28.30
2020.01.16_11.28.31,6979584,16861102.08,23840686.08,23840686.08,2020.01.16_11.28.31
2020.01.16_11.28.32,6103040,5791744,11894784,11894784,2020.01.16_11.28.32
2020.01.16_11.28.33,5832704,11827937.28,17660641.28,17660641.28,2020.01.16_11.28.33
2020.01.16_11.28.35,5496832,5816320,11313152,11313152,2020.01.16_11.28.35
2020.01.16_11.28.36,9059696.64,5898240,14957936.64,14957936.64,2020.01.16_11.28.36
2020.01.16_11.28.37,15854469.12,4603904,20458373.12,20458373.12,2020.01.16_11.28.37
2020.01.16_11.28.38,1974272,21978152.96,23952424.96,23952424.96,2020.01.16_11.28.38
2020.01.16_11.28.39,15686696.96,7266304,22953000.96,22953000.96,2020.01.16_11.28.39
2020.01.16_11.28.39,10150215.68,7282688,17432903.68,17432903.68,2020.01.16_11.28.39
2020.01.16_11.28.40,14512291.84,8472494.08,22984785.92,22984785.92,2020.01.16_11.28.40
2020.01.16_11.28.41,5144576,2293760,7438336,7438336,2020.01.16_11.28.41
2020.01.16_11.28.43,12750684.16,4800512,17551196.16,17551196.16,2020.01.16_11.28.43
2020.01.16_11.28.44,14092861.44,6881280,20974141.44,20974141.44,2020.01.16_11.28.44
2020.01.16_11.28.45,9311354.88,7962624,17273978.88,17273978.88,2020.01.16_11.28.45
2020.01.16_11.28.46,11827937.28,6635520,18463457.28,18463457.28,2020.01.16_11.28.46
2020.01.16_11.28.47,16525557.76,7323648,23849205.76,23849205.76,2020.01.16_11.28.47
2020.01.16_11.28.48,16441671.68,9982443.52,26424115.2,26424115.2,2020.01.16_11.28.48
2020.01.16_11.28.49,13589544.96,8891924.48,22481469.44,22481469.44,2020.01.16_11.28.49
2020.01.16_11.28.50,10569646.08,0,10569646.08,10569646.08,2020.01.16_11.28.50
2020.01.16_11.28.52,14847836.16,6840320,21688156.16,21688156.16,2020.01.16_11.28.52
2020.01.16_11.28.53,4759552,3874816,8634368,8634368,2020.01.16_11.28.53
2020.01.16_11.28.53,9059696.64,11408506.88,20468203.52,20468203.52,2020.01.16_11.28.53
